ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
77,Journal,"19- Nami M, Janghorban M (2015/10)",Free vibration of thick functionally graded carbon nanotube-reinforced rectangular composite plates based on three-dimensional elasticity theory via differential quadrature method ,,,free vibration thick functionally graded carbon nanotube reinforced rectangular composite plates based three dimensional elasticity theory via differential quadrature method,"method, based"
77,Journal,"20- Nami M, Janghorban M, Damadam M (2015/1)",Thermal buckling analysis of functionally graded rectangular nanoplates based on nonlocal third-order shear deformation theory ,,,thermal buckling analysis functionally graded rectangular nanoplates based nonlocal third order shear deformation theory,"analysis, based"
77,Journal,"21- Nami M, Janghorban M (2015/1)",Free vibration analysis of rectangular nanoplates based on two-variable refined plate theory using a new strain gradient elasticity theory ,,,free vibration analysis rectangular nanoplates based two variable refined plate theory using new strain gradient elasticity theory,"new, analysis, using, based"
77,Journal,"22- Nami M, Sarabian M, فراضي (2014/6)",STRESS-STRAIN ANALYSIS OF TIRE UNDER VARIATIONS OF SLIP ANGLES USING FINITE ELEMENT METHOD ,,,stress strain analysis tire variations slip angles using finite element method,"method, analysis, using"
77,Journal,"23- Nami M, Janghorban M (2014/6)",Investigating Bulk Waves in Orthotropic Rectangular Nanoplates Based on Three Dimensional Elasticity Theory and Nonlocal Elasticity Theory ,,,investigating bulk waves orthotropic rectangular nanoplates based three dimensional elasticity theory nonlocal elasticity theory,based
77,Journal,"24- Nami M, Janghorban M (2014/4)",Stress Analysis of Skew Nanocomposite Plates Based on 3D Elasticity Theory Using Differential Quadrature Method ,,,stress analysis skew nanocomposite plates based 3d elasticity theory using differential quadrature method,"method, analysis, using, based"
77,Journal,"25- Abdollahifar A, Nami M (2014/4)",DETERMINATION OF DYNAMIC STRESS INTENSITY FACTOR IN FGM PLATES BY MLPG METHOD ,,,determination dynamic stress intensity factor fgm plates mlpg method,method
77,Journal,"26- Abdollahifar A, Nami M (2014/3)",FGM Gradation Direction Effects on Mixed-Mode Crack Initiation Angle by MLPG Method ,,,fgm gradation direction effects mixed mode crack initiation angle mlpg method,method
77,Journal,"27- Nami M, Janghorban M (2014/10)",Static Analysis of Rectangular Nanoplates Using Exponential Shear Deformation Theory Based on Strain Gradient Elasticity Theory ,,,static analysis rectangular nanoplates using exponential shear deformation theory based strain gradient elasticity theory,"analysis, using, based"
77,Journal,"28- Nami M, Janghorban M (2014/1)",WAVE PROPAGATION IN RECTANGULAR NANOPLATES BASED ON STRAIN GRADIENT THEORY WITH ONE GRADIENT PARAMETER WITH CONSIDERING INITIAL STRESS ,,,wave propagation rectangular nanoplates based strain gradient theory one gradient parameter considering initial stress,based
77,Journal,"29- Nami M, Janghorban M (2014/1)",Resonance behavior of FG rectangular micro/nano plate based on nonlocal elasticity theory and strain gradient theory with one gradient constant ,,,resonance behavior fg rectangular micro nano plate based nonlocal elasticity theory strain gradient theory one gradient constant,based
77,Journal,"30- Eskandari H, Nami M (2013/4)",Three-Dimensional study of Fatigue Crack Growthin a Rotating Disc ,,,three dimensional study fatigue crack growthin rotating disc,study
77,Journal,"31- Nami M, Janghorban M (2013/12)",Static analysis of rectangular nanoplates using trigonometric shear deformation theory based on nonlocal elasticity theory ,,,static analysis rectangular nanoplates using trigonometric shear deformation theory based nonlocal elasticity theory,"analysis, using, based"
77,Journal,"32- Nami M, Eskandari H (2012/4)",THREE-DIMENSIONAL INVESTIGATIONS OF STRESS-INTENSITY FACTORS IN A CRACKED CYLINDER MADE OF FUNCTIONALLY GRADED MATERIALS ,,,three dimensional investigations stress intensity factors cracked cylinder made functionally graded materials,
77,Journal,"33- Abdollahifar A, Nami M, Shafiei A (2012/3)",A new MLPG method for elastostatic problems ,,,new mlpg method elastostatic problems,"method, new"
77,Journal,"34- Nami M, Eskandari H (2012/2)",Three-dimensional investigations of stress intensity factorsin a thermo-mechanically loaded cracked FGM hollow cylinder ,,,three dimensional investigations stress intensity factorsin thermo mechanically loaded cracked fgm hollow cylinder,
77,Journal,"35- Nami M, Eskandari H (2012/2)",Stress Intensity Factors In a Rotating Impeller Containing Semi-Elliptical Surface Crack ,,,stress intensity factors rotating impeller containing semi elliptical surface crack,
77,Journal,"36- Fallahi A, Jafarpur K, Nami M (2011/5)",Analysis of welding conditions based on induced thermal irreversiblities in welded: cases of welding sequences and preheating treatment ,,,analysis welding conditions based induced thermal irreversiblities welded cases welding sequences preheating treatment,"analysis, based"
77,Journal,"37- Fallahi A, Jafarpur K, Nami M (2011/0)",Analysis of welding conditions based on induced thermal irreversibilities in welded structures: Cases of welding sequences and preheating treatment ,,,analysis welding conditions based induced thermal irreversibilities welded structures cases welding sequences preheating treatment,"analysis, based"
77,Journal,"38- کلانتري دزفولي , Nami M, Kadivar M (2010/0)",Optimization of composite sandwich panel against impact using genetic algorith ,,,optimization composite sandwich panel impact using genetic algorith,using
77,Journal,"39- کلانتري دزفولي , Nami M, Kadivar M (2010/0)",Optimization of composite sandwich panel against impact using genetic algorithm ,,,optimization composite sandwich panel impact using genetic algorithm,using
77,Journal,"40- اصل زعيم , Nami M, Rajabi I, Kadivar M (2009/3)",Investigation of Global Buckling Distortion in Welding of a Thin Wall Aluminium T Joint ,,,investigation global buckling distortion welding thin wall aluminium joint,
77,Journal,"41- اصل زعيم , Nami M, Kadivar M (2007/2)",Prediction of welding buckling distortion in a thin wall aluminum T joint ,,,prediction welding buckling distortion thin wall aluminum joint,
77,Journal,"42- Nami M, Kadivar M, Jafarpur K (2006/8)",Investigation of the 3D response of thick plates under the multipass welding using Anand's viscoplastic model ,,,investigation 3d response thick plates multipass welding using anand viscoplastic model,"model, using"
77,Conference,"1-Nami M, Janghorban M",Bending analysis of rectangular nanoplates based on two variable refined plate theory using strain gradient elasticity theory ,,,bending analysis rectangular nanoplates based two variable refined plate theory using strain gradient elasticity theory,"analysis, using, based"
77,Conference,"2-Firouzi M, Nami M, Zandi A","Fabrication and evaluation of mechanical properties of Al-5vol. %B4C, Al-5vol. %SIC, Al- 5vol. %SIO nanocomposite powders produced by mechanical milling ",,,fabrication evaluation mechanical properties al 5vol b4c al 5vol sic al 5vol sio nanocomposite powders produced mechanical milling,
77,Conference,"3-Keshavarzi H, Nami M",Investigation on the Influence of Adhesive Characteristics in Buckling Load of a Stiffened Laminated Composite Plate ,,,investigation influence adhesive characteristics buckling load stiffened laminated composite plate,
77,Conference,"4-Fallahi A, Jafarpur K, Nami M",An Investigation of the Effect of Coolant on Residual Stressess in Weldments Based on Entropy Generation ,,,investigation effect coolant residual stressess weldments based entropy generation,based
77,Conference,"5-Fallahi A, Nami M, Jafarpur K",Entropy generation: A basis to investigate the effect of preheating on Residual Stresses in Weldments ,,,entropy generation basis investigate effect preheating residual stresses weldments,
77,Conference,"6-کلانتري دزفولي , Payravi A, Nami M, Kadivar M",Optimization of sandwich panels with composite face subjected to impact load using genetic algorithm ,,,optimization sandwich panels composite face subjected impact load using genetic algorithm,using
77,Conference,"7-Zakerhaghighi H, Nami M, Kadivar M",Analysis of delamination growth in composite plates under inplane compressive load by finite element method ,,,analysis delamination growth composite plates inplane compressive load finite element method,"method, analysis"
77,Conference,"8-Nami M, Kadivar M",Global buckling investigation in welding of a thin wall aluminum T joint ,,,global buckling investigation welding thin wall aluminum joint,
77,Conference,"9-Nami M, Kadivar M",Nonlinear analysis of local buckling in welding of a thin wall aluminum structure ,,,nonlinear analysis local buckling welding thin wall aluminum structure,analysis
77,Conference,"10-Moradibayat A, Nami M, Hematiyan M",an experimental investigation of the creep behavior of single-lap adhesive joints with PMMA sheets ,,,experimental investigation creep behavior single lap adhesive joints pmma sheets,
77,Conference,"11-Hamidpour M, Nami M, Khosravifard A, حميد پور",Quasi-Static analysis of time-dependent linear viscoelastic materials using an improved incremental RPIM meshless method ,,,quasi static analysis time dependent linear viscoelastic materials using improved incremental rpim meshless method,"method, analysis, using"
77,Conference,"12-Nami M, Hamidpour M",A analytical approach for buckling of Euler–Bernoulli nano-porous-beams with thermal effects resting on combined elastic foundation ,,,analytical approach buckling euler bernoulli nano porous beams thermal effects resting combined elastic foundation,approach
77,Conference,"13-Nami M, Hamidpour M",Buckling analysis of a orthotropic porous circular plate resting on an elastic foundation in Thermal Environment ,,,buckling analysis orthotropic porous circular plate resting elastic foundation thermal environment,analysis
77,Conference,"14-Nami M, Eskandari H",Three Dimensional Fatigue Crack Study of a Gas Compressor Impeller ,,,three dimensional fatigue crack study gas compressor impeller,study
77,Conference,"15-Nami M, Kadivar M",Investigation of buckling distortion in welding of a thin wall aluminum butt joint ,,,investigation buckling distortion welding thin wall aluminum butt joint,
78,Journal,"1- Reza-Asl K, Goshtasbi Rad E, Abouali O (2025/4)","EllipsoidalFiberFoam, a novel Eulerian-Lagrangian solver for resolving translational and rotational motion dynamics of ellipsoidal fibers ",,,ellipsoidalfiberfoam novel eulerian lagrangian solver resolving translational rotational motion dynamics ellipsoidal fibers,
78,Journal,"2- Dehbozorgi F, Jafarpur K, Goshtasbi Rad E (2024/4)",Natural Convection Immersion Cooling of the Cylinders in Nanofluids: Developing a New Nusselt Number Correlation ,,,natural convection immersion cooling cylinders nanofluids developing new nusselt number correlation,new
78,Journal,"3- Goshtasbi Rad E, Afkhami M (2024/3)",Droplet Motion on Hydrophobic and Hydrophilic Surface Using Lattice Boltzmann Method with Blood Test MicroPAD Application ,,,droplet motion hydrophobic hydrophilic surface using lattice boltzmann method blood test micropad application,"method, using"
78,Journal,"4- Sotoudeh F, AbolfazliEsfahani J, Goshtasbi Rad E, Karimi N, Lee B, Jeung I, Dehghan Manshadi M, Kim K (2021/12)",Geometrical inlet effects on the behavior of a non-premixed fully turbulent syngas combustion; a numerical study ,,,geometrical inlet effects behavior non premixed fully turbulent syngas combustion numerical study,study
78,Journal,"5- Mohammadi K, Taghvaei H, Goshtasbi Rad E (2020/11)",Experimental investigation of a double slope active solar still: Effect of a new heat exchanger design performance ,,,experimental investigation double slope active solar still effect new heat exchanger design performance,new
78,Journal,"6- Motiei P, Yaghoubi M, Goshtasbi Rad E (2019/8)",Transient simulation of a hybrid photovoltaic-thermoelectric system using a phase change material ,,,transient simulation hybrid photovoltaic thermoelectric system using phase change material,using
78,Journal,"7- Sotoudeh F, Pourabidi R, Mousavi S, Goshtasbi Rad E, In-Seuck J (2019/7)",Hybrid passive-active control method of a swept shock wave-supersonic wake interaction ,,,hybrid passive active control method swept shock wave supersonic wake interaction,"method, control"
78,Journal,"8- Bagheri Sarvestani A, Goshtasbi Rad E, Iravani K (2018/6)",Numerical analysis and comparison of flow fields in normal larynx and larynx with unilateral vocal fold paralysis ,,,numerical analysis comparison flow fields normal larynx larynx unilateral vocal fold paralysis,analysis
78,Journal,"9- Mousavi S, Pourabidi R, Goshtasbi Rad E (2018/5)",Numerical investigation of over expanded flow behavior in a single expansion ramp nozzle ,,,numerical investigation expanded flow behavior single expansion ramp nozzle,
78,Journal,"10- Motiei P, Yaghoubi M, Goshtasbi Rad E, Vadiee A (2018/4)",Two-dimensional unsteady state performance analysis of a hybrid photovoltaic-thermoelectric generator ,,,two dimensional unsteady state performance analysis hybrid photovoltaic thermoelectric generator,analysis
78,Journal,"11- Zare A, Emdad H, Goshtasbi Rad E (2017/7)",Feedback control of laminar flow separation on NACA23012 airfoil by POD analysis and using perturbed Navier-Stokes equations ,,,feedback control laminar flow separation naca23012 airfoil pod analysis using perturbed navier stokes equations,"analysis, using, control"
78,Journal,"12- Farhadi A, Emdad H, Goshtasbi Rad E (2016/7)",Aerodynamic Multi-Parameter Optimization of NACA0012 Airfoil Using Suction/Blowing Jet Technique ,,,aerodynamic multi parameter optimization naca0012 airfoil using suction blowing jet technique,using
78,Journal,"13- Farhadi A, Emdad H, Goshtasbi Rad E (2016/7)",Incompressible SPH simulation of landslide impulse - generated water waves ,,,incompressible sph simulation landslide impulse generated water waves,
78,Journal,"14- Ordoubadi M, Farhadi A, Yeganehdoust F, Yaghoubi M, Emdad H, Goshtasbi Rad E (2016/4)",Eulerian ISPH Method for Simulating Internal Flows ,,,eulerian isph method simulating internal flows,method
78,Journal,"15- Rostamzadeh A, Jafarpur K, Goshtasbi Rad E (2016/11)",Numerical Investigation of Pool Nucleate Boiling in Nanofluid With Lattice Boltzman Method ,,,numerical investigation pool nucleate boiling nanofluid lattice boltzman method,method
78,Journal,"16- Rostamzadeh A, Goshtasbi Rad E, Jafarpur K (2016/10)",simulation of flow and heat transfer of nano fluid in an eccentric annulus with multicomponent lattice boltzmann method ,,,simulation flow heat transfer nano fluid eccentric annulus multicomponent lattice boltzmann method,method
78,Journal,"17- Goshtasbi Rad E, Mousavi S (2015/9)",Wall modeled large eddy simulation of supersonic flow physics over compression - expansion ramp ,,,wall modeled large eddy simulation supersonic flow physics compression expansion ramp,
78,Journal,"18- Hadipour M, Goshtasbi Rad E (2015/9)",investigation of sweep angle effect on a submarine hydrodynamic drag using computational fluid dynamics ,,,investigation sweep angle effect submarine hydrodynamic drag using computational fluid dynamics,using
78,Journal,"19- Abedini Sanigy M, Ahmadi F, Goshtasbi Rad E, Yaghoubi M (2015/5)",Thermal stress analysis of absorber tube for a parabolic collector under quasi-steady state condition ,,,thermal stress analysis absorber tube parabolic collector quasi steady state condition,analysis
78,Journal,"20- Farhadi A, Ershadi H, Emdad H, Goshtasbi Rad E (2015/12)",comparative study on the accuracy of solitary wave generations in an ISPH-based numerical wave flume ,,,comparative study accuracy solitary wave generations isph based numerical wave flume,"study, based"
78,Journal,"21- Farhadi A, Emdad H, Goshtasbi Rad E, Ordoubadi M (2015/11)",Modified variable mass incompressible SPH method for simulating internal fluid flows ,,,modified variable mass incompressible sph method simulating internal fluid flows,method
78,Journal,"22- Farhadi A, Emdad H, Goshtasbi Rad E (2015/10)",on the numerical simulation of the non breaking solitary waves run up on sloping beaches ,,,numerical simulation non breaking solitary waves run sloping beaches,
78,Journal,"23- Hadipour M, Goshtasbi Rad E (2014/9)",Investigation and Comparing Between Two Air Propulsion Systems Used In A Multi-Purpose Vehicle Using Computational Fluid Dynamics ,,,investigation comparing two air propulsion systems used multi purpose vehicle using computational fluid dynamics,using
78,Journal,"24- رستم زاده ا, Jafarpur K, Goshtasbi Rad E, Doroodmand M (2014/8)",Experimental Investigation of Mixed Convection Heat Transfer in Vertical Tubes by Nanofluids: Effects of Reynolds Number and Fluid Temperature ,,,experimental investigation mixed convection heat transfer vertical tubes nanofluids effects reynolds number fluid temperature,
78,Journal,"25- Rahmatmand A, Yaghoubi M, Goshtasbi Rad E, Tavakol M (2014/6)",3D experimental and numerical analysis of wind flow around Domed- roof buildings with open and closed aperture ,,,3d experimental numerical analysis wind flow around domed roof buildings open closed aperture,analysis
78,Journal,"26- بخشش , Goshtasbi Rad E, Mehrvar M (2014/4)",Effect of Asymmetric Branches on Solid Particles Distribution in Central Gas Stations (CGS ,,,effect asymmetric branches solid particles distribution central gas stations cgs,
78,Journal,"27- Zare A, Emdad H, Goshtasbi Rad E (2013/4)",A force reduced-order approach for optimal control of turbulent flow over backward-facing step using POD analysis and perturbation method ,,,force reduced order approach optimal control turbulent flow backward facing step using pod analysis perturbation method,"method, analysis, using, approach, control"
78,Journal,"28- Mortazavinia Z, Goshtasbi Rad E, Emdad H, شريف کاظمي , مهدي زاده , زارع (2012/9)",Study of Pulsatile Non-Newtonian Blood Flow Through Abdominal Aorta and Renal Arteries Incorporating Fluid-Structure Interaction ,,,study pulsatile non newtonian blood flow abdominal aorta renal arteries incorporating fluid structure interaction,study
78,Journal,"29- Zare A, Emdad H, Goshtasbi Rad E (2012/3)",Feedback control of laminar flow behind backward-facing step by POD analysis and using perturbed Navier–Stokes equations ,,,feedback control laminar flow behind backward facing step pod analysis using perturbed navier stokes equations,"analysis, using, control"
78,Journal,"30- Motallebi hasankola S, Goshtasbi Rad E, Abouali O (2012/10)",EXPERIMENTAL INVESTIGATION OF THE AIRFLOW AROUND SUPPORTED AND SURFACE MOUNTED LOW RISE RURAL BUILDINGS ,,,experimental investigation airflow around supported surface mounted low rise rural buildings,
78,Journal,"31- اسلامي , Tavakol M, Goshtasbi Rad E (2010/11)",Laminar fluid flow around two wall-mounted cubes of arbitrary configuration ,,,laminar fluid flow around two wall mounted cubes arbitrary configuration,
78,Journal,"32- Yaghoubi M, Goshtasbi Rad E, محمدي (2009/10)",ANALYSIS OF COOLING AIR JACKET AND AIR DISTRIBUTORIN A CO-CURRENT SPRAY DRYER ,,,analysis cooling air jacket air distributorin co current spray dryer,analysis
78,Journal,"33- Alishahi M, Emdad H, Goshtasbi Rad E (2000/6)",solution of three dimensional Euler equations using first and second order upwind algorithm ,,,solution three dimensional euler equations using first second order upwind algorithm,using
78,Journal,"34- Emdad H, Alishahi M, Goshtasbi Rad E (1999/4)","Computation of High Reynolds number, Parabolized Navier-Stokes equations based on Upwind Algorithm ",,,computation high reynolds number parabolized navier stokes equations based upwind algorithm,based
78,Journal,"35- Emdad H, Goshtasbi Rad E (1994/5)","the solution of Euler equations of third, Fourth, and fifth stage Runge Kutta time stepping ",,,solution euler equations third fourth fifth stage runge kutta time stepping,
78,Conference,"1-Yousefi A, Abouali O, Goshtasbi Rad E, Ahmadi G",Numerical Study Of Flow Dynamics In Human Eye Vitreous Chamber After Vitrectomy And Gas Tamponade ,,,numerical study flow dynamics human eye vitreous chamber vitrectomy gas tamponade,study
78,Conference,"2-Ahmadi F, Abedini Sanigy M, Yaghoubi M, Goshtasbi Rad E",THREE DIMENSIONAL NUMERICAL STUDY OF AL2O3-VP1 OIL NANO-FLUID ON HEAT TRANSFER ENHANCEMENT FROM AN ABSORBER TUBE OF A PARABOLIC TROUGH COLLECTOR ,,,three dimensional numerical study al2o3 vp1 oil nano fluid heat transfer enhancement absorber tube parabolic trough collector,study
78,Conference,"3-Farahmandfar K, Izadi , Goshtasbi Rad E, Jafarpur K",Optimization of Energy Consumption in Floor Heating by Constructal Theory ,,,optimization energy consumption floor heating constructal theory,
78,Conference,"4-Ahmadi F, Abedini Sanigy M, Goshtasbi Rad E, Yaghoubi M",Numerical study of nanofluid application for improvement of thermal performance of parabolic trough collectors ,,,numerical study nanofluid application improvement thermal performance parabolic trough collectors,study
78,Conference,"5-Rahmatmand A, Yaghoubi M, Goshtasbi Rad E",3D EXPERIMENTAL AND NUMERICAL ANALYSIS OF NATURAL VENTILATION OF DOMED-ROOF BUILDINGS DURING ECONOMIZER MODE ,,,3d experimental numerical analysis natural ventilation domed roof buildings economizer mode,analysis
78,Conference,"6-Rahmatmand A, Yaghoubi M, Goshtasbi Rad E, Zarini S",3D numerical analysis of natural ventilation of buildings with dome and flat roofs ,,,3d numerical analysis natural ventilation buildings dome flat roofs,analysis
78,Conference,"7-Moradi mokhtarkhanlo A, Jafarpur K, Goshtasbi Rad E",Desgin of Branching Gas Flow Systems with Constructal Theory ,,,desgin branching gas flow systems constructal theory,
78,Conference,"8-Motallebi hasankola S, Goshtasbi Rad E, Abouali O",Investigation the flow field around a building in wind tunnel ,,,investigation flow field around building wind tunnel,
78,Conference,"9-Kamali R, Goshtasbi Rad E",Boundary Layer Solution with Langmuir Slip Condition ,,,boundary layer solution langmuir slip condition,
78,Conference,"10-Eslami M, Tavakol M, Goshtasbi Rad E",Numerical Study of Laminar External Fluid Flow around Two cubes of Arbitrary Configuration Mounted on a Suface ,,,numerical study laminar external fluid flow around two cubes arbitrary configuration mounted suface,study
78,Conference,"11-Yaghoubi M, Goshtasbi Rad E",Accelerating Simple Algorithm by Multigrid Method to Solve Fluid Flow and Heat Transfer around a Surface Mounted Cubes ,,,accelerating simple algorithm multigrid method solve fluid flow heat transfer around surface mounted cubes,method
78,Conference,"12-Khosravi F, Mirzaei Y, شکيبا , Goshtasbi Rad E",Numerical investigation of active control of shock wave/boundary layer interaction ,,,numerical investigation active control shock wave boundary layer interaction,control
78,Conference,"13-Asadi A, Kheradmandi B, Tavakol M, Goshtasbi Rad E", Experimental and numerical study of turbulent air flow around array of domes over a flat roof ,,,experimental numerical study turbulent air flow around array domes flat roof,study
78,Conference,"14-Mirzaei Y, Shakiba Z, Goshtasbi Rad E",CFD analysis of supersonic flow over various angles of compression expansion ramp ,,,cfd analysis supersonic flow various angles compression expansion ramp,analysis
78,Conference,"15-Yekta M, Akbari M, Goshtasbi Rad E, Baloo M",CNG-Gasoline Mixture Combustion Simulation in a Spark Ignition Engine Using a Two-Zone ,,,cng gasoline mixture combustion simulation spark ignition engine using two zone,using
78,Conference,"16-دليل التجاري , Emdad H, Goshtasbi Rad E, Rabiee A",track and capture of a free surface in two phase flow with level set method ,,,track capture free surface two phase flow level set method,method
78,Conference,"17-Velayati V, Goshtasbi Rad E, Emdad H",experimental optimization study of aerodynamic charactristics of NACA0012 airfoil at high angle of attach using blowing ,,,experimental optimization study aerodynamic charactristics naca0012 airfoil high angle attach using blowing,"study, using"
78,Conference,"18-Goshtasbi Rad E, Yousefi A",numerical study of fluid flow around two inline and staggered wall mounted cubes in channel with realizable turbulent model ,,,numerical study fluid flow around two inline staggered wall mounted cubes channel realizable turbulent model,"study, model"
78,Conference,"19-Moradi mokhtarkhanlo A, Jafarpur K, Goshtasbi Rad E",design of branching gas flow systems with constructal theory ,,,design branching gas flow systems constructal theory,
78,Conference,"20-شريفي , Goshtasbi Rad E, Nematollahi M, Emdad H",Coherent structure of the turbulent jet in a T-junction area with a 90-deg bend upstream ,,,coherent structure turbulent jet junction area 90 deg bend upstream,
78,Conference,"21-Goshtasbi Rad E, توکل , اسلامي",Fluid Flow Around Two Inline Blocks of Different Hight in Laminar Boundary Layer ,,,fluid flow around two inline blocks different hight laminar boundary layer,
78,Conference,"22-Goshtasbi Rad E, اسلامي , توکل",Numerical Study of Laminar Fluid Flow Around Two Inline Wall-Mounted Cubes ,,,numerical study laminar fluid flow around two inline wall mounted cubes,study
78,Conference,"23-Yaghoubi M, Goshtasbi Rad E",Experimental Study of Turbulent Wind Flow over Arc Roof with Hot Wire Measurement System ,,,experimental study turbulent wind flow arc roof hot wire measurement system,study
79,Journal,"1- Shabestari Shirazi A, Pakravan H (2025/3)",Numerical Eulerian modeling of erosion in blinded T-Bends: A parametric study ,,,numerical eulerian modeling erosion blinded bends parametric study,study
79,Journal,"2- Mozafari S, Pakravan H, Kamali R (2025/1)",Thermal and hydrodynamic characteristics of microencapsulated phase change materials slurry flow in wavy microchannels ,,,thermal hydrodynamic characteristics microencapsulated phase change materials slurry flow wavy microchannels,
79,Journal,"3- Rashidi F, Pakravan H (2025/1)",Numerical investigation and correlation development for pressure drop in pneumatic conveying through blinded T-bends ,,,numerical investigation correlation development pressure drop pneumatic conveying blinded bends,
79,Journal,"4- Masoudi A, Pakravan H, Bazrafshan Drissi H (2024/9)",Competitive flow of bilateral internal thoracic artery Y-graft: Insights from hemodynamics and transit time flow measurement parameters ,,,competitive flow bilateral internal thoracic artery graft insights hemodynamics transit time flow measurement parameters,
79,Journal,"5- Rezaei M, Pakravan H (2023/9)",Numerical study of ice slurry flow and heat transfer in successive U-bends as part of tubular heat exchangers ,,,numerical study ice slurry flow heat transfer successive u bends part tubular heat exchangers,study
79,Journal,"6- Shammasi G, Pakravan H, Emdad H (2023/6)",The Superiority of Eulerian Two-Fluid Model for Simulation of Natural Convection of Nanofluids in Comparison with Other Models ,,,superiority eulerian two fluid model simulation natural convection nanofluids comparison models,model
79,Journal,"7- Rezaei M, Pakravan H (2023/1)",Thermo-fluidic characteristics of ice slurry flows in U-bend pipes for cold thermal energy storage ,,,thermo fluidic characteristics ice slurry flows u bend pipes cold thermal energy storage,
79,Journal,"8- Tajeddini F, Firoozabadi B, Pakravan H, Ahmadi Tafti S (2022/1)",Patient-specific fluid–structure interaction simulation of the LAD-ITA bypass graft for moderate and severe stenosis: A doubt on the fractional flow reserve-based decision ,,,patient specific fluid structure interaction simulation lad ita bypass graft moderate severe stenosis doubt fractional flow reserve based decision,based
79,Journal,"9- مشفق ح, Tajeddini F, Pakravan H, Mahzoon M, Azadi Yazdi E, Bazrafshan Drissi H (2021/10)",A validated reduced-order dynamic model of nitric oxide regulation in coronary arteries ,,,validated reduced order dynamic model nitric oxide regulation coronary arteries,model
79,Journal,"10- Pakravan H, Saidi M, Firoozabadi B (2020/12)",Endothelial Cells Morphology in Response to Combined WSS and Biaxial CS: Introduction of Effective Strain Ratio ,,,endothelial cells morphology response combined wss biaxial cs introduction effective strain ratio,
79,Journal,"11- Tajeddini F, Nikmaneshi M, Firoozabadi B, Pakravan H, Ahmadi Tafti S, Afshin H (2020/10)","High Precision Invasive FFR , Low?Cost Invasive iFR , Or Non?Invasive CFR ?: Optimum Assessment of Coronary Artery Stenosis Based on the Patient?Specific Computational Models ",,,high precision invasive ffr low cost invasive ifr non invasive cfr optimum assessment coronary artery stenosis based patient specific computational models,based
79,Journal,"12- Jahromi R, Pakravan H, Saidi M, Firoozabadi B (2019/1)",Primary stenosis progression versus secondary stenosis formation in the left coronary bifurcation: A mechanical point of view ,,,primary stenosis progression versus secondary stenosis formation left coronary bifurcation mechanical point view,
79,Journal,"13- Pakravan H, Saidi M, Firoozabadi B (2017/12)",A multiscale approach for determining the morphology of endothelial cells at a coronary artery ,,,multiscale approach determining morphology endothelial cells coronary artery,approach
79,Journal,"14- Esfandiary M, Mehmandoust B, Karimipour A, Pakravan H (2016/7)",Natural convection of Al2O3–water nanofluid in an inclined enclosure with the effects of slip velocity mechanisms: Brownian motion and thermophoresis phenomenon ,,,natural convection al2o3 water nanofluid inclined enclosure effects slip velocity mechanisms brownian motion thermophoresis phenomenon,
79,Journal,"15- Pakravan H, Saidi M, Firoozabadi B (2016/10)",A mechanical model for morphological response of endothelial cells under combined wall shear stress and cyclic stretch loadings ,,,mechanical model morphological response endothelial cells combined wall shear stress cyclic stretch loadings,model
79,Journal,"16- Pakravan H, Saidi M, Firoozabadi B (2016/1)",The Importance of Fluid-Structure Interaction Simulation for Determining the Mechanical Stimuli of Endothelial Cells and the Atheroprone Regions in a Coronary Bifurcation ,,,importance fluid structure interaction simulation determining mechanical stimuli endothelial cells atheroprone regions coronary bifurcation,
79,Journal,"17- Pakravan H, Saidi M, Firoozabadi B (2015/10)",FSI Simulation of a Healthy Coronary Bifurcation for Studying the Mechanical Stimuli of Endothelial Cells under Different Physiological Conditions ,,,fsi simulation healthy coronary bifurcation studying mechanical stimuli endothelial cells different physiological conditions,
79,Journal,"18- Pakravan H, Yaghoubi M (2013/6)",Analysis of nanoparticles migration on natural convective heat transfer of nanofluids ,,,analysis nanoparticles migration natural convective heat transfer nanofluids,analysis
79,Journal,"19- Pakravan H, Yaghoubi M (2011/3)","Combined thermophoresis, Brownian motion and Dufour effects on natural convection of nanofluids ",,,combined thermophoresis brownian motion dufour effects natural convection nanofluids,
79,Conference,"1-Tajeddini F, Nikmaneshi M, Firoozabadi B, Pakravan H",Numerical comparison between reliability of instantaneous wave-free ratio (iFR) and fractional flow reserve (FFR) in diagnosis severity of stenosis in coronary arteries ,,,numerical comparison reliability instantaneous wave free ratio ifr fractional flow reserve ffr diagnosis severity stenosis coronary arteries,
80,Journal,"1- Mozafari S, Pakravan H, Kamali R (2025/1)",Thermal and hydrodynamic characteristics of microencapsulated phase change materials slurry flow in wavy microchannels ,,,thermal hydrodynamic characteristics microencapsulated phase change materials slurry flow wavy microchannels,
80,Journal,"2- موسوي س, Aalaei E, Safaei Rad H, Kamali R (2024/9)",Numerical study of the performance of an active micromixer based on the oscillations of a microbeam ,,,numerical study performance active micromixer based oscillations microbeam,"study, based"
80,Journal,"3- Hadipour M, Kamali R (2024/8)",Experimental and Numerical Investigation of Propeller Propulsion System Behavior Considering the Ground Effect ,,,experimental numerical investigation propeller propulsion system behavior considering ground effect,
