ProfessorID,Course,Level
88,Human Rights,PhD
88,Responsibility of State,PhD
88,Research in public law texts and documents and content analysis of votes of the,PhD
88,Constitutional Laws Of Generalities,Bachelor's
88,Administrative Law (Generalities ),Bachelor's
88,Administrative Law 1,Bachelor's
88,Administrative Law 2,Bachelor's
88,Research Work 1,Bachelor's
88,Research Work 2,Bachelor's
88,Comparative Law,Bachelor's
88,Human Rights In Islam,Bachelor's
88,History Of Law,Bachelor's
88,Public Law Developments History,Master's
88,Fundamental Of Public Law,Master's
88,Public Law In Islam,Master's
88,Comparative Constitutional Law,Master's
88,Iran Administrative Law,Master's
88,Comparative Administrative Law,Master's
88,Public Freedom,Master's
88,Comparative Administrative Law,Master's
88,Public Law Developments History,Master's
88,Seminar,Master's
88,Fundamental Of Public Law,Master's
88,Iran Administrative Law,Master's
88,Comparative Administrative Law,Master's
88,Finance Law,Master's
88,Comparative Administrative Law,Master's
88,Public Freedom,Master's
88,Analytical Examination of Bases of the Islamic Republic of Irans System,PhD
88,Human Rights,PhD
88,reasearch in the texts of legal documents,PhD
88,Analytical Examination of philosophical and Theological Schools,PhD
88,Constitutional Law 1,Bachelor's
88,Administrative Law 2,Bachelor's
88,Labor Law,Bachelor's
88,Comparative Law,Bachelor's
88,Public Law,Bachelor's
88,Public Law,Bachelor's
89,Civil Law 1-persons and Incapable persons,Bachelor's
89,Commercial Law 1-Merchants and Commerical Acts,Bachelor's
89,Commercial Law 2-Trading Corporations,Bachelor's
89,Commercial Law 3-Commerical Instruments,Bachelor's
89,Commercial Law 4-Bankruptcy and Liquidation,Bachelor's
89,Civil Law 2-property Law,Bachelor's
89,Civil Procedures 1,Bachelor's
89,Civil Procedures 2,Bachelor's
89,Civil Procedures 3,Bachelor's
89,Legal texts 1,Bachelor's
89,Legal Texts 2,Bachelor's
89,Electronic Commerce Law,Bachelor's
89,International Trade Law,Bachelor's
89,Insurance Law,Bachelor's
89,Trade Rights 1,Bachelor's
89,Civil rights 2,Bachelor's
89,Trade Law 2,Bachelor's
89,Business Law 3,Bachelor's
89,Trade Rights 4,Bachelor's
89,Legal texts 1 (private law),Bachelor's
89,Legal Texts,Master's
89,Legal Texts 2,Master's
89,International Commercial Law,Master's
89,International Commercial Law,Master's
89,International Commercial Arbitration Law,Master's
89,International commercial arbitration law,Master's
89,Global and International Trade Regulations (WTO),Master's
89,E- Commerce Law,Master's
89,Laws of Energy,Master's
89,International trade law,PhD
89,Legal texts,PhD
89,Analytical Commercial Law,PhD
89,International commercial arbitration law,PhD
89,Introduction to Law,Bachelor's
89,Business Law,Bachelor's
89,Law Texts,Master's
89,Civil Law !,Master's
89,Law Texts 1,Master's
89,Law Texts 2,Master's
89,International Trade Law,Master's
89,Civil Law 1,Bachelor's
89,Business Law 1,Bachelor's
89,Cvil Law 3,Bachelor's
89,Civil Law 4,Bachelor's
89,Law Texts 1,Bachelor's
89,Law Texts 2,Bachelor's
89,Civil Law 7,Bachelor's
90,Civil Law 1-persons and Incapable persons,Bachelor's
90,Commercial Law 1-Merchants and Commerical Acts,Bachelor's
90,Commercial Law 2-Trading Corporations,Bachelor's
90,Commercial Law 3-Commerical Instruments,Bachelor's
90,Commercial Law 4-Bankruptcy and Liquidation,Bachelor's
90,Civil Law 4-Non-Contractual Obligations,Bachelor's
90,(Civil Law 6(Specific Contracts,Bachelor's
90,Civil Law 7-Specific Contracts,Bachelor's
90,Legal texts 1,Bachelor's
90,Electronic Commerce Law,Bachelor's
90,Intelectual Property,Bachelor's
90,Trade Rights 1,Bachelor's
90,Civil rights 1,Bachelor's
90,Civil rights 2,Bachelor's
90,Trade Law 2,Bachelor's
90,Civil rights 3,Bachelor's
90,Civil rights 4,Bachelor's
90,Civil rights 5,Bachelor's
90,Civil rights 6,Bachelor's
90,Civil rights 7,Bachelor's
90,Civil Procedure 1,Bachelor's
90,Legal texts 1 (private law),Bachelor's
90,Intellectual Property Rights,Bachelor's
90,Civil rights 2- Certain contracts,Master's
90,Commercial Law1,Master's
90,The Law of Technology transfer and Intellectual Property,Master's
90,Legal texts,PhD
90,Analytical Commercial Law,PhD
90,Business Regulations,Bachelor's
90,Business Law,Bachelor's
90,Introduction to Financial and Business Law,Bachelor's
90,Civil Law !,Bachelor's
90,Commercial Law 1,Bachelor's
90,Civil Law !,Master's
90,Civil Law 2,Master's
90,Commercial Law,Master's
90,Civil Law 1,Bachelor's
90,Civil Law 2,Bachelor's
90,Business Law 2,Bachelor's
90,Civil Procedure 1,Bachelor's
90,Civil Law 4,Bachelor's
90,Business Law 3,Bachelor's
90,Law Texts 1,Bachelor's
90,Civil Law 6,Bachelor's
90,Business Law 4,Bachelor's
90,Intellectual Property Law,Bachelor's
90,Civil Law 1,Bachelor's
90,Law Texts 1,Bachelor's
91,Introduction to Law Sciences,Bachelor's
91,Civil Law 1-persons and Incapable persons,Bachelor's
91,Commercial Law 1-Merchants and Commerical Acts,Bachelor's
91,Commercial Law 2-Trading Corporations,Bachelor's
91,Commercial Law 3-Commerical Instruments,Bachelor's
91,Civil Law 2-property Law,Bachelor's
91,Civil Law 4-Non-Contractual Obligations,Bachelor's
91,Civil Law 7-Specific Contracts,Bachelor's
91,Civil Procedures 1,Bachelor's
91,Religious Jurisprudence Rules 1,Bachelor's
91,Religious Jurisprudence rules 2,Bachelor's
91,Bourse Law,Bachelor's
91,Registrative Law,Bachelor's
91,Trade Rights 1,Bachelor's
91,Civil rights 1,Bachelor's
91,Civil rights 2,Bachelor's
91,Trade Law 2,Bachelor's
91,Business Law 3,Bachelor's
91,Civil rights 4,Bachelor's
91,Civil rights 7,Bachelor's
91,Civil rights 8,Bachelor's
91,Registration rights,Bachelor's
91,Civil rights 2- Certain contracts,Master's
91,The rules of jurisprudence,Master's
91,Commercial Law1,Master's
91,Compulsory guarantee - civil liability,Master's
91,Responsibility of Multinational Companies and Commercial Institutions,Master's
91,Comparative coercive guarantee,PhD
91,Basics Of Law,Bachelor's
91,Introduction to Law,Bachelor's
91,Businass Law,Bachelor's
91,Business Law,Bachelor's
91,Civil Law 2,Master's
91,Commercial Law,Master's
91,قواعدفقه,Master's
91,Civil Responsibility,Master's
91,Civil Responsibility,Master's
91,Civil Law 1,Bachelor's
91,Civil Law 2,Bachelor's
91,Business Law 1,Bachelor's
91,Business Law 2,Bachelor's
91,Civil Procedure 1,Bachelor's
91,Civil Law 4,Bachelor's
91,Business Law 3,Bachelor's
91,Civil Procedure 2,Bachelor's
91,Civil Law 7,Bachelor's
91,Introduction to Law,Bachelor's
91,Registration Law,Bachelor's
91,Civil Liability,Master's
92,Commercial Law 1-Merchants and Commerical Acts,Bachelor's
92,Commercial Law 2-Trading Corporations,Bachelor's
92,Commercial Law 3-Commerical Instruments,Bachelor's
92,Commercial Law 4-Bankruptcy and Liquidation,Bachelor's
92,Civil Law 3 -Contract Law,Bachelor's
92,Civil Law 7-Specific Contracts,Bachelor's
92,Research Work 2,Bachelor's
92,Banking Law,Bachelor's
92,Trade Rights 1,Bachelor's
92,Business Law 3,Bachelor's
92,Trade Rights 4,Bachelor's
92,Civil rights 3,Bachelor's
92,Civil rights 7,Bachelor's
92,Civil Law 1 – Law of Contracts,Master's
92,Commercial Law1,Master's
92,International Sales,Master's
92,International trade law,PhD
92,Comparative Civil Law,PhD
92,Business Law,Bachelor's
92,Businass Law,Bachelor's
92,Civil Law !,Master's
92,Commercial Law,Master's
92,International Trade Law,Master's
92,Commercial Law,Master's
93,Political Science Research Methods 1,Bachelor's
93,Political Thought in Islam and Iran1,Bachelor's
93,Islamic Revolution of Iran and great Revolutions,Bachelor's
93,Introduction to Regional Studies,Bachelor's
93,The Political System and State in Islam,Bachelor's
93,Theories of Religious Democracy,Bachelor's
93,Ethics and Politics,Bachelor's
93,Politics and governance in the Middle East and North Africa,Master's
94,Persian Gulf And Its Issues,Bachelor's
94,Geopolitics and Geo Strategic Regions of the World,Bachelor's
94,Political Economy Of Energy in Iran,Bachelor's
94,Strategic and Security Issues in International Relations,Bachelor's
94,Introduction to Regional Studies,Bachelor's
94,Research Metodology In Political Sciences 1,Bachelor's
94,Research Metodology In Political Sciences 2,Bachelor's
94,Fondations of Political Geoghraphy,Bachelor's
94,Political And Economic Oil Problems In Iran,Bachelor's
94,Persian Gulf And Its Issues,Bachelor's
94,Basics Of International Relationship 1,Bachelor's
94,Political Texts In Foreign Language 1,Bachelor's
94,General International Law 2,Bachelor's
94,The History Of Power In The Seas,Bachelor's
94,Arab and Isreal and Palestine Issue,Bachelor's
94,Contemporary Strategic And Militarized Issues,Bachelor's
94,Political Texts In Foreign Language 1,Bachelor's
94,Political Texts In Foreign Language 2,Bachelor's
94,Politics And Government In Middle East,Bachelor's
94,Political Geoghraphy In Middle East,Bachelor's
94,Politics and government in middle Asia and ghafghaz,Bachelor's
94,Foreign Politics Of Islamic Republic Of Iran,Bachelor's
94,Regional Studies,Master's
94,Modern Geopolitics,Master's
94,Technical language,Master's
94,Political geography of the Gulf region,Master's
94,Energy policy and energy in the Persian Gulf,Master's
94,The geopolitics of the Middle East and North Africa,Master's
94,Energy Policy and Energy in the Middle East and North Africa,Master's
94,Political Geography of Iran,Master's
94,Energy Economy And Natural Resources In Persian Gulf,Master's
94,Political Geography Of Persian Gulf,Master's
94,Specialized language 1,Master's
94,Specialized language 2,Master's
94,Political Geography Of Middle East And North Of Africa,Master's
94,Energy Economy And Natural Resources In The Middle East,Master's
94,Specialized Foreign Language,Master's
94,Specialized language 1,Master's
94,Specialized language 2,Master's
94,International issues and foreign policy,PhD
94,Seminar on the Day Political Issues,PhD
94,Iran Political Days Seminar,PhD
94,Philosophy of Geography,Bachelor's
94,Political Geography,Bachelor's
94,Economic Geography,Bachelor's
94,Politics and Space,Bachelor's
94,Political Geography of Iran,Bachelor's
94,Rural Planning in Border and Special Areas,Bachelor's
94,Geography and Globalization,Bachelor's
94,Political and security aspects of spatial planning,Master's
94,Public International Law 1,Bachelor's
94,Public International Law 2,Bachelor's
94,Law of the Seas,Bachelor's
95,Public sector economic rights,Bachelor's
95,The Basics of Economic Law,Bachelor's
95,Regional Organizations,Master's
95,Different Theory In International Relations,Master's
95,Economic Basics Of Politics,Bachelor's
95,Principles and Basics of International Relations 1,Bachelor's
95,Principles and Basics of International Relations 2,Bachelor's
95,International Political Economy,Bachelor's
95,History of International Relations 1,Bachelor's
95,History of International Relations 2,Bachelor's
95,Political Issues of East and Southeast Asia,Bachelor's
95,Global Current Issues,Bachelor's
95,Basics Of Economics,Bachelor's
95,Basics Of International Relationship 1,Bachelor's
95,Basics Of International Relationship 2,Bachelor's
95,History Of International Relationship From 1871-1945,Bachelor's
95,International Organizations,Bachelor's
95,Political Texts In Foreign Language 1,Bachelor's
95,General International Law 1,Bachelor's
95,General International Law 2,Bachelor's
95,Technique Of Diplomacy And Consultive Methods,Bachelor's
95,Political Texts In Foreign Language 2,Bachelor's
95,Politics And Government In Middle East,Bachelor's
95,Politics and government in China,Bachelor's
95,Iran and major powers,Bachelor's
95,Foreign Politics Of Superpowers,Bachelor's
95,International economy,Bachelor's
95,Computer application in political science,Bachelor's
95,Seminar in International Political Economy,Master's
95,(Theories of International Relations(1,Master's
95,Strategic Issues and Great and Emerging Powers Policies,Master's
95,Iranian foreign policy,Master's
95,International Political Economy Seminar,Master's
95,Political Economy of the Middle East and North Africa,Master's
95,International politics,Master's
95,Foreign International policy Of Islamic Republic of Iran In Persian Gulf,Master's
95,Political Economy And Commercial Relations In The Middle East,Master's
95,Political Economy And Commercial Relation In The Middle East,Master's
95,Seminar on the Day Political Issues,PhD
95,International Foreign Affairs Issues,PhD
95,Theories Of International Relations,Master's
95,Regional Organizations,Master's
95,Pricipals of International Relation,Master's
95,International Political Economy And Commercial Relation,Master's
95,Public Finance,Bachelor's
95,International Arbitration,Bachelor's
95,Foundations of Economics Law,Bachelor's
95,Public Sector Economics Law,Bachelor's
95,International Law of Treaties,Master's
95,International Economic Law,Master's
95,Legal Methods of International Dispute Settlement,Master's
95,Regional Organizations,Master's
96,Public Criminal Law 1,Bachelor's
96,Public Criminal Law 3,Bachelor's
96,Research Work 1,Bachelor's
96,Research Work 2,Bachelor's
96,Criminology,Bachelor's
96,Judicial Training,Bachelor's
96,Juvenile Delinquency 1,Bachelor's
96,Penlogy,Bachelor's
96,Jurisprudence,Bachelor's
96,General criminal law,Bachelor's
96,Crime Prevention,Bachelor's
96,Public Criminal Law 1,Bachelor's
96,Public Criminal Law 3,Bachelor's
96,Criminology,Bachelor's
96,Training and Judicial Procedure,Bachelor's
96,Criminal Sociology,Master's
96,Metodology,Master's
96,Criminology,Master's
96,History Of Criminal Law,Master's
96,Criminology,Master's
96,Theoritical Criminology,PhD
96,Criminal Sociology,PhD
96,Public Criminal Law 1,Bachelor's
96,Criminology,Bachelor's
96,Private Criminal Law 1,Bachelor's
96,Private Criminal Law 2,Bachelor's
96,Private Criminal Law 3,Bachelor's
96,Juvenile Delinquency 1,Bachelor's
96,Penlogy,Bachelor's
96,Jurisprudence,Bachelor's
96,Criminal Sociology,Master's
96,Criminology,Master's
96,History Of Criminal Law,Master's
96,Seminar,Master's
96,Criminal Sociology,Master's
96,Criminology,Master's
96,History Of Criminal Law,Master's
96,Spacific Criminal Law 1,Bachelor's
96,Criminal Procedure 1,Bachelor's
96,Criminology,Bachelor's
96,Juvenile Delinquency,Bachelor's
96,Judicial Training,Bachelor's
96,Spacific Criminal Law 2,Master's
96,Criminal Sacialogy,Master's
96,Criminology,Master's
96,History of Criminal Law,Master's
96,Economic Criminal Law,Master's
97,Public Criminal Law 1,Bachelor's
97,Public Criminal Law 2,Bachelor's
97,Public Criminal Law 3,Bachelor's
97,Religious Jurisprudence Texts 4,Bachelor's
97,Legal texts 1,Bachelor's
97,Religious Jurisprudence rules 2,Bachelor's
97,Reaserch Methodology in Law,Bachelor's
97,Juvenile Delinquency 1,Bachelor's
97,Juvenile Delinquency 2,Bachelor's
97,Penlogy,Bachelor's
97,Kids criminal law,Bachelor's
97,Philosophy of Law,Bachelor's
97,General criminal law,Bachelor's
97,The rules of jurisprudence 2,Bachelor's
97,Public Criminal Law 2,Bachelor's
97,Public Criminal Law 3,Bachelor's
97,Specific criminal law 1,Bachelor's
97,Jurisprudence texts 4,Bachelor's
97,Legal texts 2 (Criminal law),Bachelor's
97,Pathology,Bachelor's
97,Law and Economics,Bachelor's
97,Legal Texts,Master's
97,Legal Texts 2,Master's
97,Criminal Economic Law,Master's
97,Criminal jurisprudence texts,Master's
97,Demonestrative Jurisprudence,PhD
97,Special Criminal Law 2,PhD
97,Seminar,Master's
97,Religious Jurisprudence Texts 1,Master's
97,Religious Jurisprudence Texts 2,Master's
97,Private Criminal Law 2,Master's
97,Economic Criminal Law,Master's
97,Law Texts 2,Bachelor's
97,Spacific Criminal Law 3,Bachelor's
97,Law Texts,Master's
97,Religious Jurisprudence Legal Text,Master's
97,Philosophy of Law,Master's
97,Economic Criminal Law,Master's
98,Constitutional Law 2,Bachelor's
98,Public Criminal Law 3,Bachelor's
98,Research Work 2,Bachelor's
98,Criminology,Bachelor's
98,Private Criminal Law 1,Bachelor's
98,Private Criminal Law 2,Bachelor's
98,Human Rights In Islam,Bachelor's
98,Public Criminal Law 3,Bachelor's
98,Specific criminal law 2,Bachelor's
98,Specific criminal law3,Bachelor's
98,Specific criminal law 4,Bachelor's
98,Private Criminal Law 1,Bachelor's
98,forensic Medicine,Bachelor's
98,Seminar,Master's
98,General criminal law,Master's
98,Public Criminal Law 2,Master's
98,Dedicated criminal law,Master's
98,Special Criminal Law 2,Master's
98,Metodology,Master's
98,Historic Evolution Of Criminal Law,Master's
98,Comparative Special Criminal Law,Master's
98,Comparative Islamic Law,Master's
98,Philosophy Of Law,Master's
98,An introduction to criminal policy,Master's
98,Basics Of Law,Bachelor's
98,Constitutional Laws Of Islamic Republic Of Iran,Bachelor's
98,Criminal Policy,PhD
98,Special Criminal Law1,PhD
98,Special Criminal Law 2,PhD
98,Public Criminal Law 3,Bachelor's
98,Private Criminal Law 1,Bachelor's
98,Private Criminal Law 2,Bachelor's
98,Private Criminal Law 1,Master's
98,Private Criminal Law 2,Master's
98,Historic Evolution Of Criminal Law,Master's
98,Private Criminal Law 2,Bachelor's
98,Private Criminal Law 1,Master's
98,Private Criminal Law 2,Master's
98,Historic Evolution Of Criminal Law,Master's
98,Constitutional Law 2,Bachelor's
98,Public Criminal Law 1,Bachelor's
98,Pinciples of Religious Jurisprudence 1,Bachelor's
98,Rligious Jurisprudence Texts 1,Bachelor's
98,Public Criminal Law 2,Bachelor's
98,Principles of Religious Jurisprudence 2,Bachelor's
98,Business Law 1,Bachelor's
98,Religious Jurisprudence Texts 3,Bachelor's
98,Business Law 2,Bachelor's
98,Business Law 3,Bachelor's
98,Spacific Criminal Law 1,Bachelor's
98,Business Law 4,Bachelor's
98,Criminal Procedure 1,Bachelor's
98,Private International Law 1,Bachelor's
98,Civil Law 7,Bachelor's
98,Civil Law 8,Bachelor's
98,Criminal Procedure 2,Bachelor's
98,Spacific Criminal Law 3,Bachelor's
98,Private International Law 2,Bachelor's
98,Rules on Evidence,Bachelor's
98,Criminal Procedure,Master's
98,Spacific Criminal Law 1,Master's
98,Spacific Criminal Law 2,Master's
98,Philosophy of Law,Master's
98,Historical Development of Criminal Law,Master's
98,Sientific Police Criminal Investigation,Master's
98,Public Criminal Law 1,Master's
98,Public Criminal Law 2,Master's
98,An Introduction to Costitution,Bachelor's
99,Public Criminal Law 1,Bachelor's
99,Public Criminal Law 2,Bachelor's
99,Public Criminal Law 3,Bachelor's
99,Criminal Procedures 1,Bachelor's
99,Criminal Procedures 2,Bachelor's
99,Research Work 1,Bachelor's
99,Research Work 2,Bachelor's
99,Private Criminal Law 1,Bachelor's
99,Private Criminal Law 2,Bachelor's
99,Private Criminal Law 3,Bachelor's
99,Specific criminal law 1,Bachelor's
99,Specific criminal law 2,Bachelor's
99,Thesis,Master's
99,Thesis,Master's
99,International Criminal Law,Master's
99,Criminal Law on International Relations,Master's
99,Legal Texts,Master's
99,Legal Texts 2,Master's
99,General criminal law,Master's
99,International criminal law,Master's
99,Thesis,Master's
99,Thesis,Master's
99,Legal texts in foreign languages,Master's
99,Public Criminal Law,PhD
99,International Criminal Law,PhD
99,Advanced Legal Texts,PhD
99,Public Criminal Law 2,Bachelor's
99,Public Criminal Law 3,Bachelor's
99,Research Work 1,Bachelor's
99,Research Work 2,Bachelor's
99,Private Criminal Law 1,Bachelor's
99,Private Criminal Law 2,Bachelor's
99,Private Criminal Law 3,Bachelor's
99,Criminal Law on International Relations,Master's
99,International Criminal Law,Master's
99,Legal texts 1,Master's
99,Legal texts 2,Master's
99,Public Criminal Law 1,Master's
99,International Criminal Law,Master's
99,Criminal Law on International Relations,Master's
99,Law Texts 1,Master's
99,Legal Texts 2,Master's
99,Public Criminal Law 1,Master's
99,International Criminal Law,Master's
99,Criminal Law on International Relations,Master's
99,Spacific Criminal Law 2,Bachelor's
99,Spacific Criminal Law 3,Bachelor's
99,Law Texts,Master's
99,International Criminal Law,Master's
99,Spacific Criminal Law 2,Master's
99,Public Criminal Law 1,Master's
99,Public Criminal Law 2,Master's
